shipment_id,donor_hospital,donor_lat,donor_lng,organ_type,export_time,recipient_hospital,recipient_lat,recipient_lng,transport_type
953,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,Heart,2026-02-12 17:36:46,Singapore General Hospital (Singapore),1.278,103.834,flight
954,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,Kidney,2026-02-13 12:54:46,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,flight
955,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,Kidney,2026-02-13 11:15:46,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,flight
956,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,Kidney,2026-02-14 06:38:46,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,helicopter
957,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,Kidney,2026-02-12 12:43:46,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,helicopter
958,"The Nairobi Hospital (Nairobi, Kenya)",-1.2961,36.8047,Liver,2026-02-13 06:27:46,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,helicopter
959,"West China Hospital (Chengdu, China)",30.65,104.0656,Heart,2026-02-14 10:36:46,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,helicopter
960,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,Lung,2026-02-12 21:39:46,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,ambulance
961,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,Liver,2026-02-12 12:44:46,"West China Hospital (Chengdu, China)",30.65,104.0656,ambulance
962,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,Heart,2026-02-12 11:34:46,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,ambulance
963,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,Lung,2026-02-12 17:20:46,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,flight
964,Singapore General Hospital (Singapore),1.278,103.834,Kidney,2026-02-14 02:22:46,"West China Hospital (Chengdu, China)",30.65,104.0656,flight
965,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,Heart,2026-02-12 19:53:46,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,helicopter
966,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,Liver,2026-02-13 08:16:46,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,flight
967,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,Heart,2026-02-13 16:39:46,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,flight
968,"West China Hospital (Chengdu, China)",30.65,104.0656,Lung,2026-02-12 21:24:46,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,helicopter
969,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,Liver,2026-02-13 17:57:46,"West China Hospital (Chengdu, China)",30.65,104.0656,ambulance
970,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,Lung,2026-02-13 21:31:46,Singapore General Hospital (Singapore),1.278,103.834,flight
971,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,Liver,2026-02-12 22:28:46,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,ambulance
972,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,Liver,2026-02-12 16:43:46,"The Nairobi Hospital (Nairobi, Kenya)",-1.2961,36.8047,helicopter
973,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,Kidney,2026-02-12 22:19:46,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,ambulance
974,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,Lung,2026-02-13 04:28:46,"West China Hospital (Chengdu, China)",30.65,104.0656,ambulance
975,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,Heart,2026-02-13 11:25:46,"West China Hospital (Chengdu, China)",30.65,104.0656,helicopter
976,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,Lung,2026-02-13 16:47:46,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,ambulance
977,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,Heart,2026-02-13 13:12:46,"West China Hospital (Chengdu, China)",30.65,104.0656,helicopter
978,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,Lung,2026-02-13 01:58:46,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,ambulance
979,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,Liver,2026-02-14 10:21:46,"The Nairobi Hospital (Nairobi, Kenya)",-1.2961,36.8047,helicopter
980,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,Lung,2026-02-14 11:20:46,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,ambulance
981,"The Nairobi Hospital (Nairobi, Kenya)",-1.2961,36.8047,Liver,2026-02-13 12:52:46,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,ambulance
982,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,Kidney,2026-02-13 10:46:46,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,helicopter
983,"West China Hospital (Chengdu, China)",30.65,104.0656,Lung,2026-02-13 20:23:46,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,helicopter
984,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,Kidney,2026-02-13 04:43:46,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,helicopter
985,"West China Hospital (Chengdu, China)",30.65,104.0656,Lung,2026-02-13 08:20:46,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,helicopter
986,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,Kidney,2026-02-13 23:45:46,"The Nairobi Hospital (Nairobi, Kenya)",-1.2961,36.8047,flight
987,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,Liver,2026-02-14 01:46:46,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,flight
988,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,Liver,2026-02-14 06:12:46,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,ambulance
989,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,Liver,2026-02-13 04:23:46,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,flight
990,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,Heart,2026-02-13 21:48:46,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,flight
991,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,Heart,2026-02-13 03:00:46,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,ambulance
992,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,Liver,2026-02-12 22:44:46,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,flight
993,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,Liver,2026-02-14 01:11:46,Singapore General Hospital (Singapore),1.278,103.834,helicopter
994,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,Liver,2026-02-12 13:46:46,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,helicopter
995,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,Kidney,2026-02-12 11:01:46,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,flight
996,Singapore General Hospital (Singapore),1.278,103.834,Liver,2026-02-12 19:49:46,"The Nairobi Hospital (Nairobi, Kenya)",-1.2961,36.8047,flight
997,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,Lung,2026-02-14 00:39:46,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,ambulance
998,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,Lung,2026-02-12 22:06:46,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,helicopter
999,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,Liver,2026-02-12 19:23:46,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,helicopter
1000,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,Liver,2026-02-13 06:38:46,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,ambulance
